storeName,description,wholesalers,distributors,name,position,phoneNumber,email,linkedinPage,city,facebookpage,website,phones
Wireless One,"Wireless provider supplying plans, plus a range of phones, devices & accessories.",no,yes,N/A,N/A,1 912-385-4099,N/A,N/A,"4420 Altama Ave suite 40, Brunswick, Georgia, United States",https://www.facebook.com/Wireless-One-Brunswick-Ga-103057955642039/,N/A,yes
"iCell Hawaii Maui’s Best Cell Phone Repair, Sales and Accessories Center","We are the best Maui cell phone repair , screen repair and cell phone accessories store on the island.",yes,yes,N/A,N/A,1 (808) 727-2784,maui@icellhi.com,N/A,"275 W Ka'ahumanu Ave Sears Wing across from Ben's Franklin Kahului, Hawaii 96732, USA",https://www.facebook.com/icellhi,https://www.icellhawaii.com/,yes
JayTee Shop,"Cell phone accessory store in Honolulu, Hawaii",no,yes,N/A,N/A,(424) 257 - 5433,jaytee.shop1@gmail.com,N/A,"333 Ward Ave, Ste. 3, SHOP #83 Honolulu, Hawaii 96814, USA",https://www.facebook.com/Jaytee.shop1/,https://www.jaytee.shop/,yes
TCA Wireless,"Basic shop that sells cell phones & accessories, plus provides repair & unlocking services.",no,yes,Chris Fujiyama,Owner,1 808-944-8886,chris@tcawireless.com,https://www.linkedin.com/in/chris-fujiyama-278689132/,"Inside Don Quijote, 801 Kaheka St, Honolulu, HI 96814, United States",N/A,https://tcawireless.com/,yes
TransPac Group,"Hawaii specialty wholesale distributor of modern nicotine, grocery, candy and snacks, toys, mobile accessories, health and beauty, and prepaid products and services.",no,yes,N/A,N/A,808.529.0999,info@transpacgroup.net,N/A,"99-1245 Waiua Place, Suite C, Aiea, HI 96701, USA
",N/A,https://www.transpacgroup.net/,yes
Tricked Out Accessories and Phone Repair,"Since we have been involved in the phone accessories business for so long, we have learned much about what the best quality of accessories and parts are",yes,yes,Jimmy G,Founder ad CEO,1 808-734-6333,contact@trickedoutonline.com,N/A,"4211 Waialae Ave # 1190, Honolulu, HI 96816, United States",https://www.facebook.com/trickedoutaccessories,http://www.trickedoutonline.com/,yes
Upnext Wireless,"selling unlocked phones & accessories, such as cases, also offers repair services.",yes,yes,N/A,N/A,1 808-591-0025,info@upnextwireless.com,N/A,"1027 Pensacola St Ste B Honolulu, HI 96814, USA",https://www.facebook.com/upnextwirelesscom,https://www.upnextwireless.com/,yes
Accessories 4 U,Accessories 4 U is known not only for its affordable prices but also the friendly customer service given when you walk through the door.,no,yes,N/A,N/A,1 208-206-4345,hijk123lmnop@yahoo.com,N/A,"191 Lomax St, Idaho Falls, ID 83401, United States",https://www.facebook.com/Accessoriess4U/,http://www.accessories4u.com/,yes
eTECH,"eTECH Accessories carries a complete line of accessories for ALL wireless devices including cases, charging solutions, and hands-free devices for ALL carriers and brands, including Apple, Android, Motorola, LG, Samsung, Casio, and HTC",yes,yes,N/A,N/A,1 208-542-9700,asketech@etechcells.com,N/A,"2079 E 17th Street Idaho Falls, ID 83404, USA",https://www.facebook.com/etechaccessories,https://www.get-etech.com/,yes
Aone Wholesale Chicago,Aone Wholesale Chicago has been established to provide our customers with best and high quality in spares with low prices for your phones.,yes,no,N/A,N/A,1-(832)661-5075,aonechicago@gmail.com,N/A,"3823 – 3825 West Lawrence Ave, Chicago, IL 60625, USA",N/A,https://www.aonewholesalechicago.com/,yes
CMPSPRO.com,"CMPSPRO.com has a full line of wholesale repair parts for Apple, Samsung, and LG.",yes,no,N/A,N/A,1 773-628-7318,info@cmpspro.com,N/A,"5255 N Milwaukee Ave, Chicago, IL 60630, United States",N/A,https://cmpspro.com/,yes
Direct Mobile Accessories,"We are the ONLY authorized online reseller in the U.S. and Canada of Clear-Coat, Style Skins, Fusion and other Mobile Outfitters products.",no,yes,Christopher Peters,Co-Founder,1 847-220-8648,support@directmobileaccessories.com,N/A,"5410 Newport Drive, Suite 28, Rolling Meadows, IL 60008, USA",https://www.facebook.com/directmobileaccessories,https://directmobileaccessories.com/,yes
E-Wireless Solutions Inc.,"E-Wireless Solutions Inc. is a professional factory direct manufacturer, importer and distributor offering thousands of accessories for all the top brands. We feature accessories for Samsung, apple iPhones, iPOD, iPAD, MP3, Motorola, LG, HTC and many more. Some of our available wireless accessories include: cell phone covers, cell phone chargers, cell phone pouches, bluetooths, Headsets, USB Cables, Adaptors, Aux cables and much more.",no,yes,N/A,N/A,(872)-208-6684,ewirelesssolutions@hotmail.com,N/A,"3812 W Lawrence Ave, Chicago IL, 60625, USA",https://www.facebook.com/ewirelesssolutions/,http://ewirelesssol.com/,yes
JETech,Online retailer platform offerings multi-category mobile accessories,no,yes,N/A,N/A,N/A,support@ijetech.com,N/A,"Illinois, US",https://www.facebook.com/jetechUS/,https://www.ijetech.com/,yes
Manee cellular,"Manee cellular is a large distributor, wholesaler and retailer for cellular accessories carrying all",yes,yes,N/A,N/A,847-983-4116,sales@masportsusa.com,N/A,"6601 N Lincoln Avenue, Lincolnwood, IL, United States",https://www.facebook.com/maneecellularusa,https://www.maneeusa.com/,yes
MA Sports USA Inc,The largest wholesaler of cellular accessories in Illinois.,yes,no,N/A,N/A,847-983-4116,sales@masportsusa.com,N/A,"3730 W. Devon Ave., Unit #2, Lincolnwood, IL60712, USA",N/A,http://www.merchantaccessories.com/,yes
Mobilution International Inc.,Mobilution has been a master dealer and wireless wholesaler for 20 years. We distribute cellular phones and a wide variety of cellphone accessories.,yes,yes,Sam Yum,Owner,847-763-7717,sales@mobocell.com,https://www.linkedin.com/in/sam-yum-4186012a/,"5655 W. Howard St., Niles, IL 60714, USA",N/A,https://www.mobocell.com/,yes
ReVamp Wholesale,"ReVamp Wholesale is the distribution arm of ReVamp Electronics LLC. This part of the company is focused on the distribution of wireless repair parts, pre-owned devices & accessories.",no,yes,Anant Handa,Founder & CEO,1 312-508-5499,anant.handa@revampwholesale.com,N/A,"344 N Ogden Ave, Chicago, IL 60607, United States",https://www.facebook.com/revampwholesale,https://www.revampwholesale.com/,yes
SaBu Accessories Chicago,We are local cellular accessories wholesaler in Chicago.,yes,no,N/A,N/A,1 708-628-7799,N/A,N/A,"5277 North Elston Ave, Chicago, Illinois, USA",https://www.facebook.com/SabuChicago/,N/A,yes
UScellular,"Provider offering wireless plans, phones & devices, plus accessories for home & car connectivity.",no,yes,N/A,N/A,N/A,N/A,N/A,"8410 W. Bryn Mawr Ave.
Chicago, IL 60631-3486, USA",https://www.facebook.com/USCellular,https://www.uscellular.com/,yes
Vertex Wireless,"Vertex Wireless is a direct OEM distributor of mobile devices, smartphones, tablets, wearables, and IoT hardware.",no,yes,John Wessel,Chief Executive Officer,(630) 293-6300,j.wessel@vertexwireless.com,https://www.linkedin.com/in/john-wessel-2b121a2/,"500 Wegner Drive, West Chicago, IL 60185, USA",https://www.facebook.com/vertexwireless,https://www.vertexwireless.com/,yes
Whole Cell Accessories,Whole Cell Accessories offers hundreds of Accessories for Cell Phones and other electronic devices at a discounted price.,yes,yes,N/A,N/A,17084743333,N/A,N/A,"17105 Torrence Ave, Lansing, IL 60438, United States",https://www.facebook.com/WcellCH/,http://wholecellonline.com/,yes
Xentris Wireless LLC,"Your full service manufacturer and distributor
of premium quality mobile accessories.",no,yes,David Bailey,President and CEO,844.936.8747,customerservice@xentriswireless.com,https://www.linkedin.com/in/david-bailey-6a341872/,"1250 N Greenbriar Dr, Addison, IL, Illinois, United States",https://www.facebook.com/xentriswireless,https://xentriswireless.com/,yes
WeFix Wireless,"We're now the largest and most dependable wholesale supplier in the mid-west of repair parts for iphone, ipod, ipad, Samsung, LG, and cell phone replacement parts.",yes,no,N/A,N/A,(219) 805-2038,wefixwireless5659@gmail.com,N/A,"2109 SouthLake Mall, Merrillville , IN  46307, USA",https://www.facebook.com/wefixwireless16/,https://wefix-wireless.webnode.page/,yes
Associated Distributors,Associated Distributors supplies top quality Wavelength brand cellular accessories and Images brand premium sunglasses to the convenience store channel through wholesalers and we service retailers with highly trained direct store service (DSS) representatives. ,no,yes,Bert Reising,Senior Director of Associated Distributors Sales and Service - Lil' Drug Store Products,1.800.553.5022,info@associateddistributors.net,https://www.linkedin.com/in/bert-reising-a2b28712/,"9300 Earhart Lane SW, Cedar Rapids, IA 52404, USA",N/A,https://www.associateddistributors.net/,yes
Eternity Wireless,"Eternity Wireless is a wholesale cellular accessories company founded in 2001 and based in Mason City, Iowa. We have been leaders in the market for more than 15 years for the distribution of OEMs, branded and aftermarket accessories.",yes,no,Theresa Gapero,COO,1-833-594-0361,theresag@eternitywireless.com,https://www.linkedin.com/in/theresa-gapero-2991b8132/,"1604 S Pierce Ave, Mason City, IA 50401, USA",https://www.facebook.com/eternitywireless,https://www.eternitywireless.com/,yes
Cell Phone Shop,"Cell phone store in Harrodsburg, Kentucky",no,yes,N/A,N/A,1 859-605-2060,N/A,N/A,"695 S College St, Harrodsburg, KY 40330, United States",N/A,https://cellphoneshops.business.site/,yes
LA Phone & Vapes,"Cell phone store in Pineville, Louisiana",no,yes,N/A,N/A,(318) 528-8981,N/A,N/A,"2990 Louisiana 28 Pineville, LA 71360, USA",N/A,https://la-phone-accessories.business.site/,yes
Phone Stop,"Cell phone store in Lafayette, Louisiana",no,yes,N/A,N/A,(337) 501-1229,N/A,N/A,"200 Production Drive #1 Lafayette, LA 70508, USA",N/A,https://phonestop-cell-phone-store.business.site/,yes
Wireless Accessories,Wireless Acessories is the fastest growing retailer for cellular and smart-phone accessories.,yes,yes,Meraj Mitha,CEO,972-488-3333,meraj@wirelessaccessoriesonline.com,https://www.linkedin.com/in/meraj-mitha-7811642b,"2601 Preston Rd, Frisco, TX 75034, USA",N/A,http://wirelessaccessoriesonline.com/,yes
Mr Case & Fix,"At Mr. Case & Fix, our goal is clear: to become the best Bring the fastest cell phone repair and accessories shop in the Frederick/Hagerstown area. ",no,yes,N/A,N/A,1 240-397-8366,mesmesg.y@gmail.com,N/A,"5500 Buckeystown Pike, Frederick, MD 21701, United States",N/A,https://mesmesgy.wixsite.com/website,yes
Simple Cell,We are a re-commerce company that purchases overstock inventory and customer returns from huge national distributors and big box retailers.,no,yes,N/A,N/A,443 991 8963 ,info@simplecellinc.com,N/A,"1533 Progress Way, Ste. 116 Eldersburg, MD 21784, USA",https://www.facebook.com/simplecellinc,https://simplecellshop.com/,yes
Cell Fashion,We have all varieties of cases with the different colors including 𝑻𝑬𝑴𝑷𝑬𝑹𝑬𝑫 𝑮𝑳𝑨𝑺𝑺 to protect your phone,no,yes,N/A,N/A,(978) 777-3650,N/A,N/A,"100 Independence Way Danvers, MA 01923, USA",N/A,https://cell-fashion-cell-phone-store.business.site/,yes
Dream Parts LLC,"Dream Parts  is US local supplier for cell phone repair replacement  parts, mainly are IPhone LCD ,IPhone flex, Phone  back housing etc.",no,yes,N/A,N/A,N/A,sales@dream-parts.com,N/A,"200 Commonwealth Ave,Boston 02116 MA, USA",N/A,https://dream-parts.com/,yes
ZAGG Burlington,"ZAGG Burlington is a ZAGG retailer and authorized warranty servicer. Shop InvisibleShield screen protectors, Gear4 cases, mophie power banks & battery cases, ZAGG keyboards, BRAVEN speakers, and IFROGZ headphones to keep your device protected and powered.",no,yes,N/A,N/A,801-263-0699,burlington@zaggretail.com,N/A,"75 Middlesex Turnpike Burlington, MA 01803",https://www.facebook.com/ZAGGStore/,https://www.zaggfranchise.com/burlington-ma/,yes
A2z Wireless Wholesale Inc,We are a US based wireless wholesale company that purchases and resells wireless devices.,yes,no,Mike Barghouty ,Manager,(313) 699-6660,N/A,https://www.linkedin.com/in/mike-barghouty-b3552772/,"7112 Hartwell St, Detroit , Michigan 48126, USA",N/A,http://a2zwireless.net/,yes
"Advantage Cellular Wholesale, Inc.",We are a Detroit-area based company that provides individual and wholesale cell phone solutions for people and companies of all sizes. ,yes,no,N/A,N/A,N/A,N/A,N/A,"33060 Northwestern Hwy, Ste 200, West Bloomfield, MI 48322, USA",N/A,http://advantagecellularwholesale.com/,yes
Global Mobile,"We are a locally owned and operated smartphone repair shop specializing in the immediate professional repair of mobile phones, smartphones and tablets for many manufacturers.",no,yes,N/A,N/A,(989) 759-9303,globalmobile989@gmail.com,N/A,"2137 Warwick St.Saginaw, Michigan 48601, USA",https://m.facebook.com/globalmobile989/,https://globalmobile989.com/,yes
"Group Vertical, LLC.","Group Vertical was established in 2009 and has grown to become the leader in wholesale replacement parts for cell phones, tablets, laptops, accessories, and more.",yes,no,Ryan Schut,Founder & CEO,1 616-425-9141,sales@groupvertical.com,https://www.linkedin.com/in/ryanschut/,"678 Front Ave NW, STE 135, Grand Rapids, MI 49504, USA",https://www.facebook.com/GroupVertical/,https://groupvertical.com/,yes
iNerdz Parts,iNerdz Parts is a wholesale company that sells high quality cell phone parts and tools.,yes,no,N/A,N/A,(888) 520-6373,sales@inerdz.com,N/A,"44640 Morley Drive, Clinton Township, Michigan 48036, USA",https://www.facebook.com/inerdzparts/,https://www.inerdzparts.com/,yes
Legend Distributors,"Legend Distributors is a distribution company that has been operating in the Metro Detroit Area for 30+ Years. We sell wholesale goods to C-Stores, Gas Stations, Car Washes, and Wholesalers. These goods include Cell Phone Accessories, Little Trees, Fragrance Oils, and much more.",yes,yes,Adnan Yono,Owner,1 248-915-8950,angeloyono1@gmail.com,N/A,"8072 E 9 Mile Rd Warren MI 48089, United States",https://www.facebook.com/people/Legend-Distributors/100084246536566/,https://legenddistributors.com/,yes
Mobile Defenders,Mobile Defenders provides the latest replacement parts for all the top phones and tablets.,no,yes,Gaurav Kaushik,Managing Director,616-551-2286,sales@mobiledefenders.com,https://www.linkedin.com/in/gaurav-kaushik-33593016/,"6155 East Paris SE, Suite 130, Caledonia, MI 49316, USA",https://www.facebook.com/MobileDefenders/,https://www.mobiledefenders.com/,yes
Renovo Electronics,"RENOVO ELECTRONICS was founded in 2008 as a reliable provider of wholesale electronics. All our key staff has at least 15 years of industry experience. We provide new, refurbished, surplus, and used/tested wireless devices. Our offerings include cellular phones, smart phones, tablets, routers, air cards, USB modems, and other personal wireless devices

We are a distributor of OEM repair parts and accessories. We specialize in OEM LCD sets, digitizers, lens, housings, buttons, flex cables, and other repair parts from major manufacturers such as Apple, Samsung, LG, Nokia, and Sony Ericsson. We have OEM parts for iPhone, iPod, and iPad devices.",no,yes,Gary A. Straus,Principal,586-907-5323,gstraus@renovoelectronics.com,N/A,"3692 Oakleaf Drive, West Bloomfield, MI 48324, USA",N/A,https://renovoelectronics.com/,yes
True Mobile Buyback,"True Mobile Buyback is a distributor and reseller of new, used or broken consumer electronics",no,yes,Seth Myers,President,(231) 224-6120,contact@truemobilebuyback.com,https://www.linkedin.com/in/seth-myers-07a9b475,"118 E Harris St # 11. Cadillac, MI 49601-5000, USA",N/A,https://www.truemobilebuyback.com/,yes
Wireless Revolution,"Cell phone& accessories store in Wyoming, Michigan",no,yes,N/A,N/A,1 616-531-5500,N/A,N/A,"2799 Clyde Park Ave SW, Wyoming, MI 49509, United States",N/A,https://dealer.sprint.com/wireless-revolution,yes
Wireox LLC,"Since 2007 Wireox has been serving consumer electronic wholesalers. Consider Wireox as a ""One Box Wireless Solution"" for all your mobile phone accessories wholesale needs.",yes,no,Shadan Rashid,Sales Associate,1 (248) 565-4606,sales@wireox.com,https://www.linkedin.com/in/shadan-rashid-19ab91201/,"852 E 9 Mile Road, Ferndale, MI-48220, USA",https://www.facebook.com/people/Wireox-LLC/100066343847587/,http://www.wireox.com/,yes
Verizon Wireless,"Telecommunications store offering cell phones, wireless plans, accessories & more.",yes,yes,Hans Vestberg,Chairman and Chief Executive Officer,507-237-5411,N/A,N/A,"18 4th St, Gaylord, MN 55334, United States",https://www.facebook.com/verizon,http://www.verizonwireless.com/b2c/storedetail/Minnesota/Gaylord/I117738,yes
Wireless World - Verizon Authorized Retailer,Wireless World independently operates this page and is an independently owned and operated Verizon Authorized Retailer.,yes,no,N/A,N/A,1320-732-6888,info@wirelessworldus.com,N/A,"728 Commerce Rd, Long Prairie, MN 56347, USA",https://www.facebook.com/WirelessWorldUS,https://www.wirelessworld.com/,yes
AT&T Store,"Retailer providing wireless plans & a range of phones, devices & accessories",yes,no,N/A,N/A,1601-822-2266,N/A,N/A,"2303 MS-39, Meridian, MS 39301, United States",https://www.facebook.com/ATT,https://www.att.com/stores/mississippi/meridian/117593?source=E-g2s10000000000X&wtExtndSource=stores,yes
Skylink Wireless,"Skylink Wireless has been in the wireless business since 2001. Our business consists of the sale of Wireless Equipment, Services and Accessories. Our Business and Experience developed from retail to Wholesale and Distribution.
Skylink Wireless was master dealer and partner distributor for major carriers in the Saint Louis metropolitan area ( T-Mobile, Boost Mobile, Cricket Wireless, US Cellular Prepaid, ClearWire, Simple Mobile, Page Plus, Airvoice Wireless and more).
 On the 29th of August 2012 Skylink Wireless acquired its new world headquarter (101,000 Sq foot) facility, that will take Skylink Wireless to the next level in distribution channels for the wireless industry and consumer electronics reverse logistics.",no,yes,Ray Mohsen,Chief Executive Officer,1 (828) 759-5465,info@skylinkpcs.com,https://www.linkedin.com/in/skylinkwireless/,"4601 Riverview Blvd, St. Louis MO 63120, USA",https://www.facebook.com/SkylinkWireless/,http://store.skylinkpcs.com/,yes
Cell accessories,"All kind of phone cases are available from this place, you",no,yes,N/A,N/A,1417-396-3819,N/A,N/A,"101 N Rangeline Rd, Joplin, MO 64801, United States",http://www.facebook.com/phonefashionjoplin,N/A,yes
UScellular,we provide the best wireless products and customer service in our industry.,yes,no,N/A,N/A,1417-934-5529,consumerrights@uscellular.com,N/A,"412 US-60 Ste. A, Mountain View, MO 65548, United States",N/A,https://stores.uscellular.com/premier-wireless/about-us,yes
Empress Wholesale LLC,Wholesaler of Cellphone Devices and also Cellphone Accessories.,yes,no,Vanessa L. Garnet,Business Manager,N/A,N/A,N/A,"7000 W Sahara Blvd, Las Vegas, Nevada, USA",N/A,http://www.empresswholesusa.com/,yes
Mila Lifestyle Accessories,"We are proud Wholesale Suppliers and Distributors. We offer you mobile phone accessories and novelty gift items for you to supply your gas station quick-stop shop, retail store or pharmacy.",yes,yes,Mark Schuyt,Founder,702-685-3730,info@milawholesale.com,https://www.linkedin.com/in/markschuyt," 5818 W Spring Mountain Rd #216, Las Vegas, NV 89146, United States",https://www.facebook.com/milawholesaleaccessories,https://milawholesale.com/,yes
PhonePartPro.com,"PhonePartPro.com offers low cost, quality iPhone, Android, and Blackberry repair and replacement parts. Our products are priced at wholesale prices!",yes,no,Amna Younas,Customer Services Supervisor,725.444.8252,help@phonepartsusa.com,https://www.linkedin.com/in/amna-younas-889796138/,"4270 Cameron Street, Suite 3
Las Vegas, Nevada 89103, United States",https://www.facebook.com/PhonePartPro/,https://phonepartpro.com/,yes
PhonePartWorld.com LLC,"Phonepartworld is a wholesale distributor of original replacement parts and accessories for all mobile devices including iphone,ipad and samsung galaxy.",yes,no,N/A,N/A,(866) 322-4840,Support@phonepartworld.com,N/A,"2700 Las Vegas Blvd S Unit 1803, Las Vegas, NV 89109-1161, USA",https://www.facebook.com/phonepartworld/,https://www.phonepartworld.com/,yes
Cellular Depot USA,"Offering repair services, this bare-bones shop buys & sells mobile phones & accessories.",no,yes,N/A,N/A,702.878.7900,N/A,N/A,4113 W Sahara Ave LV NV 89102,N/A,http://cellulardepotusa.store/,yes
Yes of Course Android iPhone Repair,"Store offering a range of chargers, accessories & cell phones, including prepaid services.",no,yes,N/A,N/A,702-939-9993,varagon@yesofcourse.com,N/A,"4660 W Charleston Blvd, Las Vegas, NV 89102, United States",https://www.facebook.com/yesofcourselv/,https://www.yesofcourse.com/,yes
Cell Fashion NH,"Cell phone accessory store in Newington, New Hampshire",no,yes,N/A,N/A,603-334-9828,N/A,N/A,"50 Fox Run Rd, Newington, NH 03801, United States",N/A,https://thephoneguards.com/,yes
ZAGG New Hampshire,"Supplier of mobile device screen protectors, cases, keyboards, chargers & accessories",no,yes,N/A,N/A,603-222-2048,N/A,N/A,"1500 S Willow St, Manchester, NH 03103, United States",https://www.facebook.com/ZAGGStore/,https://www.zaggfranchise.com/new-hampshire-nh/,yes
Cell Revolution LLC,Mobile Phones & Accessories wholesaler and distributor at New Jersey,yes,yes,Fayaz Faris,Vice President,1 732-331-3823,luke@awsomepay.com,https://www.linkedin.com/in/fayaz-faris-0a23a571/,"2016 Woodbridge Ave, Edison, New Jersey 08817, USA",https://www.facebook.com/CellRevo/,N/A,yes
"Impact Cellular, Inc.",We are a premier cellular accessories distributor on many top shopping networks and a preferred cellular accessory provider on several internal vendor networks.,no,yes,Alan Ward,CEO,(800) 670-2377,info@impactcellular.com,https://www.linkedin.com/in/alan-ward-04670120,"147 Brower Ave, Edison, New Jersey, 08837, United States",https://www.facebook.com/ImpactCellularInc/,http://www.impactcellular.com/,yes
Mobilenzo,Mobilenzo is a US-based mobile device repair parts and accessories supplier.,no,yes,N/A,N/A,(201) 636-2330,sales@mobilenzo.com,N/A,"600 Hollister Rd, Teterboro, NJ 07608, USA",https://www.facebook.com/MobilEnzoWholesale/,https://www.mobilenzo.com/,yes
National Cellular,"National Cellular is a Manufacturer & Distributor of a wide range of wireless and consumer electronics accessories. With powerful brand names including Overtime, Delton and iFab. NC established a diverse portfolio of quality yet competitive priced products, such as: smartphone, tablet, audio and wireless accessories.",no,yes,Mark Grossman,President,(718) 369-9560,sales@natcellular.com,https://www.linkedin.com/in/magrossman/,"10 Mckinley Street, Linden, NJ 07036, USA",N/A,https://natcellular.com/,yes
PCS Wireless,"PCS Wireless is a global technology and logistics leader powering the secondary market for mobile phones, tablets, wearables and other related accessories. The leading international distributor for mobile devices.",no,yes,Sami Hanono,Director of Sales for US & Canadian Markets,1 973-805-7400,sales@pcsww.com,https://www.linkedin.com/sami-hanono-a39a3254/,"11 Vreeland Road, Florham Park, New Jersey 07932, USA",https://www.facebook.com/PCSWireless,https://www.pcsww.com/,yes
Phone LCD Parts,We provide wholesale cell phone replacement parts to organizations throughout the United States.,yes,no,Önder Sayar,Co-Owner,1 973-517-8787,info@phonelcdparts.com,https://www.linkedin.com/in/%C3%B6nder-sayar-4729a69b,"32 Riverview Dr, Wayne, NJ 07470, United States",https://www.facebook.com/phonelcdparts/,https://www.phonelcdparts.com/,yes
Prime Mobile Parts,"Prime Mobile Parts is the leading wholesale supplier for cell phone parts, Mobile repair and replacement parts and tools.",yes,no,Jamil Sadullayev,Owner,2018888440,jamil@primemobileparts.com,N/A,"247 Crooks Avenue Unit 3, Clifton, New Jersey, 07011, USA",https://www.facebook.com/primemobileparts,https://www.primemobileparts.com/,yes
S.M. Distribution,SM Distribution is a global distributor of high-quality electronics and smartphones.,no,yes,Simon Ganz,SVP Sales - Americas,732.414.2929,simon@smdistribution.us,https://www.linkedin.com/in/simon-ganz-632062187/,"1000 Towbin Ave.
Lakewood, NJ 08701, USA",N/A,https://smdistribution.co/,yes
US Mobile Phones Inc.,USMP is the world's most trusted Wholesale Mobile Supplier.,yes,no,David Mosseri,Founder and CEO,1 (844) 723-8600,david@usmphones.com,https://www.linkedin.com/in/davidmosseri,"New Jersey HQ 502 Jersey Ave. New Brunswick, NJ 08901, USA",https://www.facebook.com/usmobilephones,https://usmphones.com/,yes
VoiceComm,"VoiceComm is the premier distributor of smartphone, tablet, and mobile device accessories for the North American market. Our diverse, high profile product portfolio coupled with our commitment to serve has allowed us to quickly become the go-to destination for wireless accessories in the market.",no,yes,Kip Olmstead,Chief Executive Officer and Board Member,(800) 803-1321,sales@myvoicecomm.com,https://www.linkedin.com/in/kipolmstead/,"175 Derousse Ave, Suite 100, Pennsauken, NJ 08110, USA",N/A,https://www.myvoicecomm.com/,yes
Cell Accessories & Electronics,"CELLTRONICS was started with the name of “Cell Accessories” since 2012 as Retial Store. After years effort, we successfully build our relationship with customers by providing them quality products at competitive prices.",no,yes,N/A,N/A,575-914-9330,mycelltronics@gmail.com,N/A,"4501 N. Main, Mall Ste 14, Roswell, NM 88201, United States",https://www.facebook.com/CAnElectronics/,https://mycelltronics.com/,yes
8A Inc.,"8A INC. is a wholesaler/importer of cell phone cases, covers, and accessories . ",yes,no,N/A,N/A,718-386-8666,K19561130@gmail.com,N/A,"5207 Flushing Ave, Maspeth, New York, 11378, USA",N/A,https://8awholesale.com/,yes
All4Cellular,A4C is a leader in the consumers electronics and cellphone accessory industry.,no,yes,N/A,N/A,1 877-999-4235,support@a4c.com,N/A,"320 7th Ave Suite 260
Brooklyn, NY 11215, USA",https://www.facebook.com/A4C,https://a4c.com/,yes
A-Tech Wireless Corporation,"As a leading wireless accessories wholesaler, A-Tech Wireless Corporation specializes in offering our customers accessories directly from the factory at the most competitive prices.",yes,no,N/A,N/A,718-565-7888,sales@atechwireless.com,N/A,"70-01 51 Ave, Woodside NY 11377, USA",https://www.facebook.com/atechwireless/,http://www.atechwireless.com/,yes
B&H Cellular Wholesale Inc,B & H Cellular Wholesale Inc. operates as a distributor and supplier of wireless devices.,yes,yes,Victor Halabi,CEO and President,1 (347) 497-3981,victor@bandhcellular.com,N/A,"2238 Ocean Pkwy, Brooklyn, NY 11223, United States",https://www.facebook.com/people/BH-Cellular/100068844102663/,http://www.bandhcellular.com/,yes
Bestseli.com,Bestseli.com is your one-stop shop for wholesale mobile phones and mobile accessories.,yes,no,N/A,N/A,1(718)696-7101,info@bestseli.com,N/A,"222 East 8th Street, Apt 7A, Brooklyn, New York 11218, United States",N/A,https://bestseli.com/,yes
Brothers Wireless Multiservice Inc. ,Bros Phone Parts is a modern and reliable wholesale company that stands out for its quality and speed of delivery of cellphone repair parts.,yes,no,N/A,N/A,1 516-447-8141,info@brosphoneparts.com,N/A,"3001 Fulton St. Brooklyn, NY 11208, USA",https://www.facebook.com/Brosphonepartsusa/,https://www.brosphoneparts.com/,yes
Cellify Distributors,Cellify Distributors is a wholesaler and distributor of mobile phones and mobile devices.,yes,yes,Steven Ranna,President,1-718-934-2191,sales@cellify.us,https://www.linkedin.com/in/steveranna/,"2137 Knapp St, Ste A, Brooklyn, New York 11229, USA",N/A,https://cellify.us/,yes
CityWide Cell Parts,Cell Phone & Tablet Repair Parts At Wholesale Prices,yes,no,N/A,N/A,917.670.0453,citywidecellparts@gmail.com,N/A,"716 Morris Park Ave, Bronx, NY 10462, USA",https://www.facebook.com/citywide.cell.9,https://www.citywidecellparts.com/,yes
Elite Cellular Accessories Inc.,Elite Cellular Accessories Inc. is proud to be the nation's fastest-growing cellular phone accessory and novelty electronics manufacturer and distributor.,no,yes,Stephen Conlon,President,1-877-390-2502,info@elitecharger.com,https://www.linkedin.com/in/stephen-conlon-34189414/,"61 East Industry Court, Deer Park, NY 11729, USA",https://www.facebook.com/people/Elite-Cellular-Accessories-Inc/100070436465110/,https://elitecharger.com/,yes
Entro Wholesale,Entro Wholesale is a mobile accessories distributor.,no,yes,Abhi Bhatia,Chief Executive Officer,1 212-203-7521,sales@entrowholesale.com,https://www.linkedin.com/in/abhi-bhatia-342936159/,"129-09 26th Ave, Flushing, NY 11354, United States",https://www.facebook.com/Entrowholesale/,https://www.entrowholesale.com/,yes
FairFix,"FairFix is one of the leading wholesale distributors for cell phone, tablets and gadgets replacement parts, tools and accessories. As part of being in the sales and repair industry for many years, we decided to shift our focus from being vastly wide retailers to dealing directly as wholesalers to retailers and repair shops.",yes,no,N/A,N/A,1 347-277-2548,N/A,N/A,"1792 Broadway, Brooklyn, New York, USA",https://www.facebook.com/fairfixwholesale/,http://www.fairfixwholesale.com/,yes
GeveyPlus / USC Trading Inc,"We are located in New York and have been in Cellular Accessories Wholesale business for more than 10 years. The items we wholesale include: OEM Batteries, OEM Back covers, Cell Phone Cases, OEM Chargers, Data cable, OEM Headset, OEM Cellular LCD and much more.",yes,no,Marc Zhang,Owner,1(800) 336-4819,contact@geveyplus.com,https://www.linkedin.com/in/marc-zhang-755ba832,"5201 Flushing Ave, Maspeth NY 11378, USA",N/A,http://geveyplus.com/,yes
