storeName,email,phoneNumber,city,website,facebookPage,country,phones
SMART PHONE,,+20 1015129595,"شبين القناطر - بجوار مدرسة شبين القناطر الثانوية بنات, Shibin al Qanatir, Egypt",,https://www.facebook.com/smartforphones21,egypt,yes
Adam Phone,essa_elsafty@yahoo.com,+20 1022140365,"شبين القناطر ميدان المحطه, Shibin al Qanatir, Egypt",,https://www.facebook.com/profile.php?id=100083218394293,egypt,yes
Abo Hamza phone accessories,shikazamalek022@gmail.com,+20 1065435005,"التقسيم السياحي بجوار كشري الزعيم امام صيدليه د /عماد نصار, Al Qanatir al Khayriyah, Egypt",,https://www.facebook.com/profile.php?id=100087781775430,egypt,yes
Trust for the iPhone,ahmedmora119@gmail.com,+20 1033350351,"Al Qanatir al Khayriyah, Egypt",,https://www.facebook.com/profile.php?id=100069871699965,egypt,yes
Mobile Accessories,ahmedezataazz@gmail.com,+20 1027476121,"qaliubia, Toukh, Egypt",,https://www.facebook.com/profile.php?id=61551114373751,egypt,yes
Pupg mobile and pupg mobile lite,,+20 1092359506,"qaliubia, Toukh, Egypt",,https://www.facebook.com/profile.php?id=100092429381284,egypt,yes
محلات One,,+20 1003293131,"مول المصطفى, Shibin al Qanatir, Egypt",,https://www.facebook.com/OneMobileSale,egypt,yes
Touch mobile & accessories,touchm2022@gmail.com,+20 1005466606,"شارع حسين رشدي امام صيدليه التهامي , Shibin al Qanatir, Egypt",,https://www.facebook.com/profile.php?id=100088146079486,egypt,yes
Mobile center,,+20 1271117474,"shbin alqanater, Shibin al Qanatir, Egypt",,https://www.facebook.com/profile.php?id=100080321867958,egypt,yes
Azzam Store,gamal3zzam@gmail.com,+20 1009049688,"سور النادي, Al Qanatir al Khayriyah, Egypt",,https://www.facebook.com/AzzamMobileStore,egypt,yes
ElBerkawy mobile,berkawymobile1984@gmail.com,+20 1116456995,"Al Qanatir al Khayriyah, Egypt",,https://www.facebook.com/ElBerkawy.Group,egypt,yes
Mobile store,mo895541@gmail.com,+20 1098659398,"الشئون _اول شارع الصحابه 
, Qena, Egypt",,https://www.facebook.com/profile.php?id=100071316824267,egypt,yes
محل موجة moga,moga4mobile@gmail.com,+20 1001073735,"مصر - قنا - مدينة سيدي عبدارحيم -ش مراد هاشم (المعتقل سابقاً), Qena, Egypt",,https://www.facebook.com/moga4mobile,egypt,yes
Sobky mobile,,+20 1096434949,"ابوتشت-قنا, Qena, Egypt",,https://www.facebook.com/profile.php?id=61554324535497,egypt,yes
ALeabd Mobile,,+20 1112412853,"قوص- الشعراني- عماره المقاول طلعت, Qena, Egypt",,https://www.facebook.com/profile.php?id=100091350571514,egypt,yes
التوأم لأجهزة الموبايل والإكسسوارات,,+20 1002515743,"Qena, Egypt",,https://www.facebook.com/TW.MobileQena,egypt,yes
شركة العدوي لإكسسوار المحمول,,+20 1126866659,"قنا - قوص - شارع شركة بيع المصنوعات - عمارة باتا, Qena, Egypt",,https://www.facebook.com/AlAdawy.Mobile.Accessory,egypt,yes
El yasmin Group for Mobile Services - الياسمين جروب لخدمات الموبايل,tiktok.com/@elyasmin.group.2022,+20 1010733107,"ش الجمهورية (ش المحطة) _ أمام مطعم كنتاكي وفرع اتصالات, Qena, Egypt",,https://www.facebook.com/Elyasmin.Group.Store,egypt,yes
Omar Elmagharaby,,+20 1019678948,"Qena, Egypt",,https://www.facebook.com/SoftwareMobileTechnology,egypt,yes
Minister Services Mobile Maintenance and Accessories,,+20 1553768084,"العربات , Qena, Egypt",,https://www.facebook.com/profile.php?id=61553215471977,egypt,yes
M & R mobile store,,+20 1010170073,"Qena, Egypt",,https://www.facebook.com/profile.php?id=100054586083659,egypt,yes
Mobile accessories,emamabdo667@gmail.com,+20 1016370614,"Qena, Egypt",,https://www.facebook.com/oooyahoo,egypt,yes
5G Mobile,5GMobile5gm@gmail.com,+20 1099097155,"قنا دشنا شارع الكنيسة داخل ممر كيت كات , Qena, Egypt",,https://www.facebook.com/profile.php?id=61556637403471,egypt,yes
CR7 Mobile Store,,+20 1015415396,"شارع صيدله الرحمه أمام كوافير زيزو, Qena, Egypt",,https://www.facebook.com/CR7MOBILEQENA,egypt,yes
DR. Mobile,ahmedelkhalik@gmail.com,+20 1026631137,"شارع بي تك الرئيسي امتداد كوبرى الشيخ يونس بجوار محل الاحمر , Qena, Egypt",,https://www.facebook.com/profile.php?id=61555067334105,egypt,yes
mobile accessories,aliyoss483@gmail.com,,"شارع مصر اسوان , Qena, Egypt",,https://www.facebook.com/profile.php?id=61557086594422,egypt,yes
Mobile store,,+20 1009100849,"شارع 26 يوليو - بجوار جمعية المصرية, Qena, Egypt",,https://www.facebook.com/mobilestoreQena,egypt,yes
Touch for mobile services,,+20 1019134726,"شارع المدرسه او المسجد العتيق, Qena, Egypt",,https://www.facebook.com/profile.php?id=100068023455220,egypt,yes
موبيل× سكرينة  Mobile× screen,,+20 1008589761,23يوليو,,https://www.facebook.com/profile.php?id=100090372949481,egypt,yes
mart-phone,accpay1002@gmail.com,,"Qena, Egypt",,https://www.facebook.com/profile.php?id=100071389975351,egypt,yes
تاتش فون قنا Touch Phone,mohamedhamed712017@gmail.com,+20 1008422198,"المصطفى لاند مارك مول - ميدان بنزايون - قنا, Qena, Egypt",,https://www.facebook.com/profile.php?id=61554489301383,egypt,yes
Dawood.sumsung.phone,,+20 1096227351,"Qena, Egypt",,https://www.facebook.com/profile.php?id=100064183868161,egypt,yes
ماى فون My Phone,,+20 1029332223,"شارع بورسعيد ابوتشت , Qena, Egypt",,https://www.facebook.com/profile.php?id=100087039887916,egypt,yes
Cafe phone,,+20 1022351157,"Qena, Egypt",,https://www.facebook.com/profile.php?id=100064013524302,egypt,yes
karim phone,,+20 1000883769,"قنا, Qena, Egypt",,https://www.facebook.com/profile.php?id=100088938806067,egypt,yes
Android Phone,,+20 1110443680,"قوص امتداد شارع الطواب, Qena, Egypt",,https://www.facebook.com/profile.php?id=61550655391742,egypt,yes
Krkash phone,mohmademadmedo123@gamil.com,+20 1020624294,"قنا عمرافندي شارع أجواء أمام صيدليه دكتور احمد حسين , Qena, Egypt",,https://www.facebook.com/profile.php?id=100087849589576,egypt,yes
VIVA Phone (VIVA 7),,+20 1010101010,"Qena, Qena Governorate, Egypt, Qena, Egypt",,https://www.facebook.com/profile.php?id=100089280117796,egypt,yes
Huda Phone,,,"قنا نقاده نجع القريه بجوار البريد النصري, Qena, Egypt",,https://www.facebook.com/profile.php?id=100076254907456,egypt,yes
Habiba phone,Apple.habiba@gmail.com,+20 1090406660,"El_Gomhrya st El_Fath _Qena, Qena, Egypt",,https://www.facebook.com/profile.php?id=100042485846390,egypt,yes
"MA, Phone Star",,+20 1018658047,"Qena, Egypt",,https://www.facebook.com/profile.php?id=100064100622771,egypt,yes
كوكي فون _ kouki phone,,+20 1127655227,"Qena, Egypt",,https://www.facebook.com/profile.php?id=100083299204520,egypt,yes
Fix Phone,fixPhone6000@gmail.com,+20 1029996000,"شارع الجمهورية-مول الكمال, Qena, Egypt",,https://www.facebook.com/Fixphone6000,egypt,yes
اكس فون XPhone  (قنا شارع الجميل),,+20 1551684347,"قنا-شارع الجميل- بجوار كنتاكي, Qena, Egypt",,https://www.facebook.com/XPHONEQena,egypt,yes
ME phone,Mahmoudelhoot48@gmai.com,+20 1010336168,"شارع مصطفي كامل خلف فرع weالسنترال, Qena, Egypt",,https://www.facebook.com/profile.php?id=100067499853073,egypt,yes
,ae5243216@gmail.com,+20 1006968893,"نجع حمادي شارع 15 مايو, Qena, Egypt",,https://www.facebook.com/profile.php?id=100094640195313,egypt,yes
ZAP Phone,,+20 1060601128,"قنا،شارع الجميل امام كنتاكي, Qena, Egypt",,https://www.facebook.com/profile.php?id=100085899807032,egypt,yes
X phone,,+20 1102901043,"دشنا

, Qena, Egypt",,https://www.facebook.com/BIDOO.QN7,egypt,yes
Baklawa Mobile Stores,omar.egp2020@gmail.com,+20 1206890115,"100 street, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100063943336008,egypt,yes
OMEGA To Repair Broken Mobile Screen Glass,,+20 1287242372,"شارع 23 مول هوليوود امام حي المناخ محل اوميجا, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100090884206903,egypt,yes
شركه الأصدقاء friends store for mobile service,Moradadelgm@gmail.com,,"Qena, Egypt",,https://www.facebook.com/profile.php?id=100064143690686,egypt,yes
Mobile Accessories online shoping -Ahmed Ali,aelgendy607@gmail.com,+20 1120715333,"Qena, Egypt",,https://www.facebook.com/profile.php?id=100054376547984,egypt,yes
محل اكشن للموبايل Action for mobile,,+20 1097006252,"فرع 1 الممشي السياحي امام قنال تورز
فرع2 شارع البازار واوجينا بجوار فرع فودافون, Port Said, Egypt",,https://www.facebook.com/actionformobile,egypt,yes
شركه نور - nour company,,+20 1551108933,"Port Said, Egypt",,https://www.facebook.com/nour.mobile.store,egypt,yes
Elgazar الجزار,amrelgazar41@gamil.com,+20 1284341231,"شارع اسوان والسواحل, Port Said, Egypt",,https://www.facebook.com/Elgazar.Mobile,egypt,yes
الراعي لخدمات المحمول,,+20 1220776907,"Port Said, Egypt",,https://www.facebook.com/elra3y.mobile,egypt,yes
مركز إيدج,,+20 1553677575,"حي العرب شارع 100 والدقهلية  (محل إيدج), Port Said, Egypt",,https://www.facebook.com/Edge4Mobile,egypt,yes
AT IPHONE STORE,instagram.com/atiphonestore1,+20 1206989214,"Port Fouad Port Saeid, بور فؤاد, بورسعيد, مصر, Port Said, Egypt",,https://www.facebook.com/ATSTOREMobile,egypt,yes
Elzahra,Mahmoud.elzahra@gmail.com,+20 1000373527,"نادي الشرطه في مول سفاري  , Port Said, Egypt",,https://www.facebook.com/Elzahra.mobile.repair,egypt,yes
Omar Store,,+20 1557779666,"سيتي مول شارع 23 يوليو بجوار قاعة لا چولي محل 4,5 الدور الأرضي, Port Said, Egypt",,https://www.facebook.com/Omar.Mobile.Store.PTS,egypt,yes
ELtabey STORE,,+20 1111644000,"الممشي السياحي امام الفنار القديم محل (original), Port Said, Egypt",,https://www.facebook.com/original.Store.T.Mobile,egypt,yes
BooM Store,,+20 1283339028,"Port Said, Egypt",,https://www.facebook.com/BooM.MobileStore,egypt,yes
المنصوره موبايل ستور,www.tiktok.com/@elmansora.store,+20 1069935235,"شارع ممفيس خلف ساحه مصر حديقه التاريخ سابقا  بجوار كافيه على بابا, Port Said, Egypt",,https://www.facebook.com/ELMansoura.mobile.stores,egypt,yes
360,360mobileaccessoriesstore@gmail.com,+20 1028895555,"Port Said, Egypt",,https://www.facebook.com/360MOBILE.ACCESSORIES.STORE,egypt,yes
Mobile FM شركة موبايل اف ام  (Fm store),fm store,+20 1211268873,"23 july مول سيتي بجوار مطعم أسماك بورتو فيش وأمام تياترو كافيه 
, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100063968198705,egypt,yes
النورس لخدمات المحمول,AlNouras.mobile@outlook.com,+20 1012077580,"شارع ٢٣ يوليو سفاري مول حى المناخ - بورسعيد, Port Said, Egypt",,https://www.facebook.com/AlNourasMobile,egypt,yes
P A N D A Mobile Accessories,,+20 1275896340,"Port Said, Egypt",,https://www.facebook.com/profile.php?id=100067791736793,egypt,yes
Sir Mobile Services - سير لخدمات الموبايل,Siriservice31@gmail.com,+20 1224003583,"بورسعـيد - شارع 23 - مول الجميـل - بجوار قاعة لاچـولي, El Galah, Egypt",,https://www.facebook.com/sir.portsaid,egypt,yes
شركه بانسيه بورسعيد للمحمول Panseh PortSaid For Mobile,panseehmobile@gmail.com,+20 1557989699,"Port Said, Egypt",,https://www.facebook.com/koko1ph,egypt,yes
حسام عرفات لخدمات المحمول   Hossam Arafat mobile services,Hosssamarafat@hotmail.com,+20 1006800817,"Port Said, Egypt",,https://www.facebook.com/HosssamArafat,egypt,yes
Shady goda for mobile accessories,shadygoda93@gmail.com,+20 1206612221,"Port Said, Egypt",,https://www.facebook.com/portttech,egypt,yes
Tokyo - طوكيو mobile store,andrewgerges8@gmail.com,+20 1556368012,"Port Said, Egypt",,https://www.facebook.com/Tokyomobilestore,egypt,yes
B00da “ for mobile accessorise “, · Reservations,+20 1011511818,"El Daeraa El Gomrekaia, Egypt",,https://www.facebook.com/profile.php?id=100089076484875,egypt,yes
ifixit mobile service pts,ifixit17@icloud.com,+20 1200900184,"صلاح سالم بجوار كريستينا , Port Said, Egypt",,https://www.facebook.com/Ifixitpts,egypt,yes
Advanced Mobile Accessorie,magdynapeeh2014@yahoo.com,+20 1002863008,"شارع الأمين امام كنيسة مارمينا, Port Said, Egypt",,https://www.facebook.com/MEYBP12345,egypt,yes
Joker store for mobile service,Bobobombika@gmail.com,+20 1271899088,"Port Said, Egypt",,https://www.facebook.com/profile.php?id=100063896661869,egypt,yes
MUSiC Mobile  (متجر),tiktok.com/@musicmobile320,+20 1003205590,"قرية الرضوان الشارع الرئيسي, Port Said, Egypt",,https://www.facebook.com/musicmobile320,egypt,yes
Mobile accessories PortSaid,,+20 1277275650,"Port Said, Egypt",,https://www.facebook.com/profile.php?id=100064031952375,egypt,yes
Bluetooth For Mobile Phone,,+20 1004010096,"port fouad بجوار مسجد الشعراوي, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100067325947519,egypt,yes
El ALawy Mobile Services,,+20 1116116685,"Port Said, Egypt",,https://www.facebook.com/profile.php?id=100068647327742,egypt,yes
WiFi Mobile,,+20 1202221771,"Port Said, Egypt",,https://www.facebook.com/iphone.4u.mobile,egypt,yes
cash_mobile service,cashmobileservice@gmail.com,+20 1018797016,"شارع ٢٣ يوليو خلف مسجد لطفى شباره أمام مدرسه على مبارك, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100088533513926,egypt,yes
Mobile Pts,Mobilepts@yahoo.com,+20 1004040074,"Port Said, Egypt",,https://www.facebook.com/profile.php?id=100063824294476,egypt,yes
Ventoo Mobile Store,ventoomobilestore@gmail.com,+20 66 3217771,"شارع عرابي و الجمهوريه خلف مدرسه الفرنسيسكان, Port Said, Egypt",,https://www.facebook.com/ventiomobilestore,egypt,yes
FIFA Mobile,,+20 1212348387,"Port Said, Egypt",,https://www.facebook.com/profile.php?id=100090074223616,egypt,yes
المقدم  Mobile Store,,+20 1116017027,"طهطا ، شارع بورسعيد ، أمام مسجد الحاج عبدالعال, Sahil Tahta, Egypt",,https://www.facebook.com/ElmokademMobileStore,egypt,yes
Mobile city,,+20 1030207773,"بورسعيد شارع ٢٣ يوليو مدخل مول ستايل سكوير الجديد امام مقهى الجيزى , Port Said, Egypt",,https://www.facebook.com/MobileCityStore,egypt,yes
Skiners-Mobile,,+20 1228316310,"بورسعيد : شارع سعد زغلول - مول هوليود - الدور الثالث محل رقم ٤, Port Said, Egypt",,https://www.facebook.com/skiners,egypt,yes
Trust Mobile,Trust.mobilecare@yahoo.com,+20 1222292204,"شارع محمد محمود تقاطع شارع ممفيس, Port Said, Egypt",,https://www.facebook.com/Trustmobileportsaid,egypt,yes
Mobile Store,7oskaa@gmail.com,+20 1208537329,"شارع أسوان والشرقيه, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100064226513630,egypt,yes
Trend Mobile,,+20 1111783583,"El Emarat Street.portsaid.Egypt, Port Said, Egypt",,https://www.facebook.com/Trendmobile11,egypt,yes
ElSory Mobile Store  (السورى لخدمات المحمول),,+20 1208708802,"شارع 23يوليو سفاري مول , Port Said, Egypt",,https://www.facebook.com/ElsoryMobileStore,egypt,yes
Mobile Store,,+20 1220133123,"بورسعيد شارع نبيه  وكسري خلف رفه الاسكندراني, Port Said, Egypt",,https://www.facebook.com/MobileStore007,egypt,yes
System Error ___ For mobile service,,+20 1553757505,"بورسعيد ، شارع ممفيس ، أمام نادي التوكيلات الملاحية , Port Said, Egypt",,https://www.facebook.com/profile.php?id=100088410682335,egypt,yes
Sama for mobile&accessories,,+20 1068585873,"Port Said, Egypt",,https://www.facebook.com/phonesama,egypt,yes
One Touch For Mobile Services,,+20 1060924574,"الممشى السياحى , Port Said, Egypt",,https://www.facebook.com/profile.php?id=100068548521222,egypt,yes
kamalo mobile service,tarekahmed20032003@gmail.com,,"مول الجراش , Port Said, Egypt",,https://www.facebook.com/profile.php?id=61550977230455,egypt,yes
Embaby for mobile services,,+20 1007575737,"5000 bulding, Port Said, Egypt",,https://www.facebook.com/EMBABYF,egypt,yes
مول المحمول Mobile Moll,,+20 1208966520,"الممشي السياحي محل smart امام برج الاحلام , Port Said, Egypt",,https://www.facebook.com/profile.php?id=100065329636191,egypt,yes
Mr Of Mobile,,+20 1283892520,"Port Said, Egypt",,https://www.facebook.com/profile.php?id=100083325685391,egypt,yes
Hamsa Mobile Services,Hassan.nba@hotmail.com,+20 1229497973,"23 july and 15 September , Port Said, Egypt",,https://www.facebook.com/Hamsamobile,egypt,yes
Tiba Center for Mobile Services.,waleed7676@yahoo.com,+20 1288880210,"طيبــه لجميع خدمات المحمول, مساكن الحزب ع 37 محل 3, بور فؤاد، بور سعيد 42523, Port Said, Egypt",,https://www.facebook.com/tibacenter2005m,egypt,yes
ShaTa mobile store,,+20 1278684837,"شارع الامين والنصر, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100064047671486,egypt,yes
Advanced Mobile Accessories,magdynapeeh2014@yahoo.com,+20 1002863008,"Port Said, Egypt",,https://www.facebook.com/MEYPB12345,egypt,yes
Mezo For Mobile,,+20 1200103535,"مول هوليود أمام حى المناخ داخل المول أمام مطعم البيك, Port Said, Egypt",,https://www.facebook.com/mezo.for.mobile,egypt,yes
Advance Mobile Accessories,magdynapeeh2014@yahoo.com,+20 1002863008,"بورسعيد, Port Said, Egypt",,https://www.facebook.com/magdynapeeh2014,egypt,yes
Kamalo mobile service,Kmalooo2015@gmail.com,+20 1224811590,Port Said Governorate,,https://www.facebook.com/M.kamalooo,egypt,yes
BRAVO “mobile services “,,+20 1145515556,"بورسعيد : الممشي السياحي محل برافو, Port Said, Egypt",,https://www.facebook.com/BRAVO789,egypt,yes
Mobile shop pts,,+20 1098141314,"Port Said, Egypt",,https://www.facebook.com/bellaciaocoffe,egypt,yes
XPhone Mobile Repair,,+20 1202116419,"Port Said, Egypt",,https://www.facebook.com/lela.phone,egypt,yes
Mobile accessory city,,+20 1277127228,"Port Said, Egypt",,https://www.facebook.com/profile.php?id=100076679148104,egypt,yes
Zain mobile service,,+20 1062088390,شارع ١٠٠ والزقازيق امام حلواني البرج,,https://www.facebook.com/ideamobiless,egypt,yes
Amr Barakat Mobile Repair Center,amrezzeldinbarakat@yahoo.com,+20 1288383539,"شارع المنيا والبلدية  (مركز 5G )  ، امام عالم المحمول 1 , حى العرب , Port Said, Egypt",,https://www.facebook.com/Amr.barakat25,egypt,yes
X - Phone Mobile Store,alkmpae@gmail.com,+20 1283332862,"شارع المشير أحمد إسماعيل علي, بورسعيد, بورسعيد, مصر, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100066649033418,egypt,yes
4me mobile services,Kereemjamaica@gmail.com,+20 1221357864,"Port Said, Egypt",,https://www.facebook.com/profile.php?id=100063958428820,egypt,yes
Amr phone عمرو فون.,,+20 1281122028,"امام موقف دمياط , Port Said, Egypt",,https://www.facebook.com/amrabdelrahman22,egypt,yes
mobix phone,ahmedhoss22122@gmail.com,+20 1094490327,"شارع المطحن
 بجوار مسجد الظاهر, Port Said, Egypt",,https://www.facebook.com/profile.php?id=61552752052461,egypt,yes
ضياء فون - Diaa Phone,diaa.phonez@gmail.com,+20 1224701554,"الزهور عمر بن الخطاب امام فرن عثمان, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100064196584944,egypt,yes
محمود فون,,+20 1271974176,"Port Said, Egypt",,https://www.facebook.com/ma7mod.phone,egypt,yes
روما فون لخدمات المحمول وخدمات اتصالات,,+20 1287300177,"شارع محمد علي سابقا والمشير احمد اسماعيل, Port Said, Egypt",,https://www.facebook.com/Roma.phone.2021,egypt,yes
969,masterlive_2010@yahoo.com,+20 1287969507,"Port Said, Egypt",,https://www.facebook.com/phone.969.eg,egypt,yes
iPhone Port Said,magedalaa10@gmail.com,+20 1277072408,"بورسعيد, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100092333539329,egypt,yes
Kandil phone,saadkandil2010@gmail.com,+20 1555139369,"Port Said, Egypt",,https://www.facebook.com/profile.php?id=100063769224798,egypt,yes
OK PHONE,,+20 1205551233,"البزار و اوجينا بجوار شركة فودافون, Port Said, Egypt",,https://www.facebook.com/Okphone20,egypt,yes
For your phone,,+20 1271097981,"شارع فرن الهلال أمام المحصه السوريه, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100064829327586,egypt,yes
كامل فون kamel phone,m.kamel725@gmail.com,+20 1223080344,"ش اسوان مع تقاطع مسجد عائشة الطحان المؤدي إلى سنترال مبارك , Port Said, Egypt",,https://www.facebook.com/kamel4phone,egypt,yes
Dr.phone,hassan_7_8_1985@yahoo.com,+20 1228180112,"المنشيه شارع النهضه ورمسيس خلف حلواني عبده سالم بجوار الأسواق الحره, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100089108686685,egypt,yes
روما فون لخدمات المحمول والإتصالات,kokowebas2006@yahoo.com,+20 1287300177,"Port Said, Egypt",,https://www.facebook.com/Roma.phone.store,egypt,yes
Unlocked  Iphone,hamadaalmasry19@yahoo.com,+20 1062228828,"E.G.Y.P.T, Port Said, Egypt",,https://www.facebook.com/OfficialFactoryUnlockiPhone,egypt,yes
Ii phone for you,,+20 1202221771,"العنوان الممشي السياحي امام بنك مصر محل كونتاكت من عند المعديه , Port Said, Egypt",,https://www.facebook.com/ii.phone.for.you,egypt,yes
الجوكر فون,,+1 200166164,"محل الجوكر فون مساكن فاطمة الزهراء عند الامن المركزي جنب صيدلية سامر سمير, Port Said, Egypt",,https://www.facebook.com/eljokar.phone,egypt,yes
عالم الاندرويد و اسراره,Mshalaby98@gmail.com,+20 1288918858,"Mohmed Ali, Port Said, Egypt",,https://www.facebook.com/Android.for.phone,egypt,yes
Elgaiar phone,yousseffaiad441@gmail.com,+20 1200909474,"قسم  ثاني جنوب بورسعيد, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100054347899957,egypt,yes
ZOZA PHONE,karemali1577@gmail.com,+20 1095559467,"محل زوزا فون // شارع كسري وعدلى امام مكتبة مصر الحديثة, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100086568107380,egypt,yes
The Blues Phone,thebluesphone0@gmail.com,+20 1016301663,"Port Said, Egypt",,https://www.facebook.com/profile.php?id=61552726303332,egypt,yes
Megastore phone,megastore.mobily@gmail.com,+20 1095332323,"100 st, Port Said, Egypt",,https://www.facebook.com/profile.php?id=61553049803595,egypt,yes
Elnamy Phone,,+20 1289213199,"Port Fouad Port Saeid, بور فؤاد, بورسعيد, مصر, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100066673900311,egypt,yes
دبي فون & Dubai Phone,wiliamoblack@gmail.com,,بورسعيد شارع السوق الحر,,https://www.facebook.com/profile.php?id=61560035459990,egypt,yes
دكتور فون - DR.Phone,shahinmohamed520@gmail.com,+20 1287871280,"Port Said, Egypt",,https://www.facebook.com/drphonepts,egypt,yes
Ayan Phone,,+20 1204425566,"بورسعيد شارع المنيا والحميدي, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100064203182920,egypt,yes
VERO phone,,+20 1227151615,"مول هوليوود بجوار جراند لامور, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100063761179156,egypt,yes
BOB Phone,,+20 1016575305,"الجزائر, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100063505286462,egypt,yes
El Sherbiny phone,stoped.iam.here@gmail.com,+20 1280621212,"Port Said, Egypt",,https://www.facebook.com/profile.php?id=100064085195208,egypt,yes
Elharam Phone,,+20 1222816405,"Port Said, Egypt",,https://www.facebook.com/Elharamphone,egypt,yes
Express Phone,,+20 1092178017,"بورسعيد - تعاونيات الزهور - بجوار التجمع الاسلامى, Port Said, Egypt",,https://www.facebook.com/express.phone1,egypt,yes
MORA PHONE,,+20 1285529268,"أمام كفالة اليتيم خلف صيدلية هشام دبل, Port Said, Egypt",,https://www.facebook.com/Mora.chefnutella,egypt,yes
Special phone,,+20 1554185101,"ممفيس, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100070106857892,egypt,yes
Friends Phone,eslam1165,+20 1065140084,"Port Said, Egypt",,https://www.facebook.com/profile.php?id=61551699212578,egypt,yes
MY PHONE,myphone-eg.easy-orders.net,+20 1211398777,"شارع قسم العرب , بورسعيد, Port Said, Egypt",,https://www.facebook.com/MyPhone.x1,egypt,yes
Kemo Phone - كيمو فون,,+20 1002341324,"شارع بني سويف و البلدية, Port Said, Egypt",,https://www.facebook.com/KemoPhoneOfficial,egypt,yes
إيــنـو فـون -ENO PHONE,enophone94@gmail.com,+20 1228773465,"العنوان /شباب الخرجين بنك الاسكان امام حديقه جمال عبد الناصر وبجوار صيداليه ابو زيد ومخبوزات الاسيوطي, Port Said, Egypt",,https://www.facebook.com/eno.store.phone.pts,egypt,yes
Blue Phone,,+20 1281859258,"شارع الامين وكسري امام محمصة اميرة, Port Said, Egypt",,https://www.facebook.com/Blue1phone,egypt,yes
TOP PHONE,,+20 1222107674,"Port Said, Egypt",,https://www.facebook.com/HeySiri2,egypt,yes
تاتش فوون_ Touch Phone,,+20 1281014973,"حي الزهور / نادي الرباط والانوار امام اتيليه بوسي بجوار محل الورشه , Port Said, Egypt",,https://www.facebook.com/profile.php?id=100064147680552,egypt,yes
Tesla phone,ahmedaboelkier854@gmail.com,+20 1212662762,"شارع المنيا و السواحل حارة 6 بجانب ضيق الورشة , Port Said, Egypt",,https://www.facebook.com/profile.php?id=100093040056289,egypt,yes
Cover phone yoka,,+20 1096048757,"Port Said, Egypt",,https://www.facebook.com/Coverphoneyoka,egypt,yes
Elbremo Phone,elbremo440@gmail.com,+20 1223179023,"instgram, Port Said, Egypt",,https://www.facebook.com/Elbremo.Phone22,egypt,yes
TEMO phone,at1371420@gmail.com,,"Port Said, Port Said Governorate, Egypt",,https://www.facebook.com/temophone1,egypt,yes
Phone accessories,,+20 1026923213,"Portsaid, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100066895165565,egypt,yes
Mido phone,mabdraboo2@gmail.com,+20 1210364442,"Port Said, Egypt",,https://www.facebook.com/profile.php?id=100068149354770,egypt,yes
ESLAM PHONE,eslam.orang@gmail.com,+20 1022950509,Port Said Governorate,,https://www.facebook.com/Eslamphone12,egypt,yes
TOWN PHONE,Amralkok@yahoo.com,+20 1273842139,"Port Said, Port Said Governorate, Egypt",,https://www.facebook.com/profile.php?id=100063982335905,egypt,yes
Alwan phone,instagram.com/alwan.phone1?utm_medium=copy_link,+20 1018505404,"شارع اسوان والثلاثيني امام كبابجي التميمي , Port Said, Egypt",,https://www.facebook.com/Ahmedkarim0664,egypt,yes
Grand Phone,,+20 1206989214,"Egypt Portsaid Portfuad , Port Said, Egypt",,https://www.facebook.com/profile.php?id=100093164004880,egypt,yes
Mido phone,,+20 1276203843,"Port Said, Port Said Governorate, Egypt",,https://www.facebook.com/profile.php?id=100064005276661,egypt,yes
,Ms221923@gmail.com,+20 1276790243,"بورسعيد / بورفؤاد مساكن محمد علي بجانب مسجد السيدة خديجة , Port Said, Egypt",,https://www.facebook.com/profile.php?id=100063763793857,egypt,yes
012  Store Phone,,+20 1032322296,"Port Said, Egypt",,https://www.facebook.com/profile.php?id=100067862893377,egypt,yes
MY PHONE,,01033318306,"Port Said, Egypt",,https://www.facebook.com/profile.php?id=61555561200806,egypt,yes
Mobi phone,,+20 1203668719,شارع عبادي امام مكتبه احمد سلامه,,https://www.facebook.com/Mo7med.Elsaye,egypt,yes
Phone Store,,+20 1153777779,"portsaid, Port Said, Egypt",,https://www.facebook.com/profile.php?id=100068364530793,egypt,yes
