storeName,city,phoneNumber,website,facebookPage,email,country,phones
ANKA MOBİLE,Çekmece Cd. No:43,,,https://web.facebook.com/groups/1675842969300084/?locale=ur_PK&_rdc=1&_rdr,,turkey,yes
Kubilay Iletişim,Kazım Dirik Cd.,,,,,turkey,yes
CEPHANE EN-BA İLETİŞİM,"duman apartmanı, 1210. Sk. altı bina no:15 iç kapı no:7",0 552 706 13 56,,,,turkey,yes
kaymaz iletişim,gazibey mah. bediüzzaman saidi kürdi cad no:55,0 434 226 55 99,,,,turkey,yes
Mert 13 İletişim,Nurullah Eren Cd. No:1,,,,,turkey,yes
Ada Iletişim,Şht. Osman Sk.,,,https://web.facebook.com/adailetisim27/?_rdc=1&_rdr,,turkey,yes
TURKCELL AKYOL ŞUBESİ | ÜSTÜN İLETİŞİM,Atatürk Blv. No:89/A,0 539 675 50 20,https://www.turkcell.com.tr/,https://web.facebook.com/Turkcell?_rdc=1&_rdr,,turkey,yes
Kizilay Iletisim,Hürriyet Cd. 9/A,0 424 236 25 83,,,,turkey,yes
Ayaz İletişim Telefon Hastanesi,Nur Cd.,0 553 000 91 03,,,,turkey,yes
Orjinal Gsm,"Büyük Pasaj K:1 D:43, Şahinbey Merkez, Şahinbey, Gaziantep",0 342 218 05 11,,https://m.facebook.com/people/Orjinal-Gsm-Teknik-ve-Aksesuar-D%C3%BCnyas%C4%B1-MobileTechnic/100076783663114/,,turkey,yes
DUMAN İLETİŞİM & ELEKTRONİK,"İbrahim, Ş. İbrahim Karaoğlanoğlu Cd. No:91/B",0 535 930 91 65,,https://m.facebook.com/people/Duman-%C4%B0letisim/100057650041041/?locale=en_GB,,turkey,yes
Duman iletisim,"yeni ticaret merkezi, a blok no 40",0 530 931 14 01,,,,turkey,yes
Yaman İletişim Bolu Telefon,"Evkur Yanı, İzzet Baysal Cd.",,,,,turkey,yes
BOLU TELEFON BORSASI,"İzzet baysal caddesi, güler iş hanı 5/21",,,,,turkey,yes
Elit Telekom,"Elit Telekom, Alleben mahallesi mareşal, Fevzi Çakmak Blv. 4/B",0 554 827 27 27,,https://m.facebook.com/people/Elit-Telekom/100090685965037/,,turkey,yes
Rüya İletişim,Karagöz Cd. 1/B,0 501 266 27 27,,https://web.facebook.com/p/R%C3%BCya-ileti%C5%9Fim-100054297396210/?_rdc=1&_rdr,,turkey,yes
Minik CepShop,İzzet Baysal Cd. NO:83/B,,,,,turkey,yes
Furkan iletişim,Cumhuriyet Cd. No:36,0 506 243 77 30,,,,turkey,yes
Telefoncu Ali,İzzet Baysal Cd. No: 7/A D:1,0 850 309 1414,,,,turkey,yes
Asa İletişim,Balıkçılar Cd. 3 a,0 538 741 64 27,,https://m.facebook.com/p/Asa-ileti%C5%9Fim-100076505310635/,,turkey,yes
BERKAY-GSM,"özçağlar apartmanı, Konuralp Cd. 36/12-C",0 530 366 56 74,,,,turkey,yes
Turkcell DSN+,Cumhuriyet Cd. No:14B/22,0 374 606 05 04,,,,turkey,yes
turkcell,Gündüz Cd. No:29/9,0 530 049 39 29,,https://web.facebook.com/Turkcell/?_rdc=1&_rdr,,turkey,yes
Ne-Ka Iletisim,İzzet Baysal Cd. No:141,0 532 542 63 34,,,,turkey,yes
LLN TELEKOM-Doğan İletişim,İzzet Baysal Cd. No:37,0 374 222 15 00,,,,turkey,yes
SAGLAM İLETİŞİM,Vaysal Sk. Gülez Apt NO:20 14100,0 532 272 08 14,,,,turkey,yes
Efe İletişim,"No:C, Tavil Mehmet Paşa Cd. No:31",0 507 612 19 03,,,,turkey,yes
Ozgur Iletisim,"35, İstiklal Cd.",0 533 566 77 77,,https://web.facebook.com/ozguriletisimantakya/?_rdc=1&_rdr,,turkey,yes
Oskay Iletisim,İzzet Baysal Cd. 61/C,0 374 212 13 08,,,,turkey,yes
Fenomen İletişim,Albay Sk. No:2,0 544 583 14 34,,,,turkey,yes
Zirve iletisim Teknik Servis Aksesuar,Cumhuriyet Cd. No:26 D:b,0 374 213 14 14,,,,turkey,yes
Portakal İletişim,"Tabaklar Mah. İzzet Baysal Cad Güler 1, İşhanı 5/24",0 546 178 13 14,,,,turkey,yes
OLCAY GSM,"TABAKLAR MAH.İZZET BAYSAL CAd, Güler Sk. 20/5",,,,,turkey,yes
Smart Fix,Kazım Karabekir Cd. No:97,0 530 545 50 04,,https://web.facebook.com/smartfixmn/?_rdc=1&_rdr,,turkey,yes
İletişim Dünyasi,İzzet Baysal Cd. No:69,,,,,turkey,yes
Duru İletişim,İzzet Baysal Cd. No: 37/B,0 374 606 00 14,,,,turkey,yes
Özşen Bilişim & İletişim,Kutucular Sk. NO:5/A,0 549 767 14 53,,,,turkey,yes
Tekin Iletişim,Atatürk Blv. No:3,,,,,turkey,yes
Firas iletişim,Fatih Cd.,0 552 443 55 95,,https://web.facebook.com/firas.telefon/?_rdc=1&_rdr,,turkey,yes
Turkcell Bulvar İletişim,Atatürk Blv. No:38D D:5,,,,,turkey,yes
Serde İletisim,Eflatun Sk. No:1,,,,,turkey,yes
Aslan İletişim,İsmet Paşa Cd. NO:84,,,,,turkey,yes
İletişim 14,Güzey Sk. No:5,,,,,turkey,yes
Ozpolat Iletisim,İzzet Baysal Cd. 73/D,0 374 217 06 94,,,,turkey,yes
DENİZ İLETİŞİM ONUR,Kurtuluş Cd. No:23,0 531 607 80 56,,https://web.facebook.com/deniziletisimonur/?locale=tr_TR&_rdc=1&_rdr,,turkey,yes
Yağız vodafone Shop,Cumhuriyet Cd. no:20/15,0 546 740 00 00,,,,turkey,yes
CEP KAZIM İLETİŞİM,Cumhuriyet Cd. no: 42/A,0 537 657 61 28,,,,turkey,yes
Bolutech,Haznedarlar Sk. No:4,0 534 442 21 14,,,,turkey,yes
Zafer Iletişim,Cumhuriyet Cd. No:10,,,,,turkey,yes
Aydin Iletisim,Tavil Mehmet Paşa Cd. No:7,0 538 821 50 88,https://www.aydiniletisim.com.tr/?fbclid=IwZXh0bgNhZW0CMTAAAR2jbEuG4MaqWCnLEJrtzh6orMonHwzA-AhEBZ6uF966nBsmKib4lcsa8j0_aem_AXaVBuuKNvN5n2YkNk6wjl_73sMTXDOQY30XklkCh45Dj9ItNJSNades0JfkaxJG02OI3l2l0fsl1m-3z7d8dD39,,info@aydiniletisim.com.tr,turkey,yes
KARTAL İLETİŞİM,İzzet Baysal Cd. NO:98,0 536 274 35 07,,,,turkey,yes
MERT İLETİŞİM,İzzet Baysal Cd. 48/A,0 544 573 94 26,,https://www.facebook.com/mertiletisimhizmetleri/,,turkey,yes
Kalyon teknoloji,"atlas 2 apartmanı, Hattat Emin Barın Cd. No:9 B-13",0 533 690 98 00,,,,turkey,yes
Zafer Iletişim 2,Tavil Mehmet Paşa Cd. No:11,,,,,turkey,yes
ONUR İLETİŞİM,·,0 326 214 81 85,,https://web.facebook.com/onurmobilestore/?_rdc=1&_rdr,,turkey,yes
Evrencell İletişim,Cumhuriyet Cd. NO:20,,,,,turkey,yes
KVK STORE ERDEM,İzzet Baysal Cd. No:37/B,0 539 333 14 44,,,,turkey,yes
Şahin telekom,İzzet Baysal Cd. no:45b,0 374 240 03 03,,,,turkey,yes
ÖNDER TİCARET TÜRKTELEKOM,Tavil Mehmet Paşa Cd. No:24/A,0 532 503 80 87,,,,turkey,yes
TURUNCU İLETİŞİM,Kutucular Sk. No:4/11,0 543 315 29 07,,,,turkey,yes
TURKCELL TİM MERKEZİ ESENLER İLETİŞİM,·,0 533 094 57 01,,,,turkey,yes
UFUK İLETİŞİM,Sultan Reşat Cd. No 4/A,0 533 130 50 14,,,,turkey,yes
Caner telefon,Fevzi Paşa Cd.,0 533 254 17 36,,,,turkey,yes
Gritty Mobile,Atatürk Blv.,,,,,turkey,yes
Aslan Iletişim,Serhat Cd. No:26,90 544 382 66 06,,https://m.facebook.com/p/Aslan-ileti%C5%9Fim-100054271731338/?locale=br_FR,,turkey,yes
Haydariletisim,"20, Cumhuriyet Cd.",0 506 489 99 99,,,,turkey,yes
olcaygsm,İzzet Baysal Cd. meydan işhanı,,,,,turkey,yes
İletişim Dünyası Bolu,İzzet Baysal Cd. No:71/C,0 374 215 19 93,,,,turkey,yes
Telefon Atölyesi,İzzet Baysal Cd.,0 543 891 74 04,,,,turkey,yes
AVCI İLETİŞİM,Cumhuriyet Cd. No:46,,,https://web.facebook.com/p/Avc%C4%B1-iletisim-100078749831294/?locale=sk_SK&_rdc=1&_rdr,,turkey,yes
Samanyolu Gsm,Gazi Cd. 191/C,,,,,turkey,yes
Zengin GSM,"No:11, Gazi Cd.",0 553 304 88 55,,,,turkey,yes
Telalem - Cep Telefonu & Aksesuar,Gazi Cd. No:61/A,0 532 789 01 71,,,,turkey,yes
Armoni,Gazi Cd.,,,,,turkey,yes
ÖZCAN İLETİŞİM,Gazi Cd. 51/A,0 554 583 48 36,,,,turkey,yes
PLN Gsm,Gazi Cd. No:39-A,0 553 099 03 15,,,,turkey,yes
Ural Cep Shop,Gazi Cd. No:28,0 248 234 52 75,,,,turkey,yes
Telefon Hastanesi,Atatürk Cd. 4/b,0 544 273 15 15,,,,turkey,yes
GÖRKEM ELEKTRONİK,Gazi Muhtar Paşa Blv. NO 45 D,0 530 651 56 46,,https://web.facebook.com/people/G%C3%B6rkem-Elektronik/pfbid0ay5g1j6niPcxP8MYFNLDRDo5srJNiYz7Gqgbn8CQ1Yx3frtNGXBipRKiVN5DgzMGl/,,turkey,yes
Riza Iletisim,Gazi Cd. 80/A,0 248 232 21 13,,,,turkey,yes
Dolunay,Gazi Cd. No:22/B,0 248 234 44 22,,,,turkey,yes
Bi-Yer'de İletişim,Gazi Cd.,0 541 249 37 33,,,,turkey,yes
Zirve Iletişim,Palas Sk.,,,,,turkey,yes
TIM Turkcell Communication Center,Gazi Cd. 12/B,0 248 232 15 32,,,,turkey,yes
Derya İletişim,Gazi Cd. 65/B,,,,,turkey,yes
Turkcell Ali Çelik İletişim,Gazi Cd. No:84 c D:3,0 530 333 06 27,,,,turkey,yes
Mevlut Ince Iletisim,Gazi Cd. No:27/B,0 248 233 33 53,,,,turkey,yes
Aslan Íletişim,"Bahçelievler Şeker Cad. Dostlar Sit. 8, Dükkan",0 530 542 42 88,,,,turkey,yes
Antik İletişim (Cep Telefonu Teknik Servis),Kılıç Ali Cd. No:9,0 342 336 94 94,http://www.antikiletisim.com/,https://tr-tr.facebook.com/Antikiletisim/,,turkey,yes
BAŞKENT İLETİŞİM,"Konak Mahallesi, Gazi Cd. No:21, 15200 Burdur Merkez",0 535 729 55 88,,,,turkey,yes
Vodafone Sinan İletişim,Yörük Sk.,,,,,turkey,yes
Nuri Ince Iletiṣim,Yörük Sk.,,,,,turkey,yes
TELECENTER,,,,https://web.facebook.com/atelecenter/followers/?_rdc=1&_rdr,,turkey,yes
Alooo Sezgin Iletişim,Kışla Cd. No:21,,,,,turkey,yes
GSM-15,·,0 542 365 99 98,,,,turkey,yes
Yildirim Iletisim,Gazi Cd. No:24,0 248 234 40 87,,,,turkey,yes
Ayhan Iletisim,Atatürk Cad. Ayhan İş Merkezi No:7,0 248 234 02 83,,,,turkey,yes
sam-tel,Hükümet Cd. 4/d,0 542 464 59 59,,,,turkey,yes
iPhone Servis Gaziantep-Trend Phone Kalyon,"mareşal, Fevzi Çakmak Blv. No:88 D:C",0 541 810 41 99,,https://web.facebook.com/marketplace/gaziantep/iphones/?_rdc=1&_rdr,,turkey,yes
Umut Cep Cell,Maaşkuyu Cd. 158/A,0 342 227 54 18,,https://web.facebook.com/umut.cep?_rdc=1&_rdr,,turkey,yes
Telefoncu Mesut (Sıfır ve 2.el Alım Satım Teknik Servis Hizmetleri ve Aksesuar Malzemeleri),Yavuz Sk. No:51,,,,,turkey,yes
Tunay Telekom,"TELEFONCULAR ÇARŞISI 3.PASAJ, Kıbrıs Şehitleri Cd. NO:46-A",0 541 558 00 60,,,,turkey,yes
Narin Telekom,"Altıparmak, Altıparmak Cd. 14/F",,,,,turkey,yes
Safi Elektronik,5. Değirmen Sk.,0 536 063 25 00,,,,turkey,yes
Egemen iletişim,"Şükrü Balcı Cd. &, 40. Sk.",,,https://web.facebook.com/egemeniletisimakhisar/?locale=tr_TR&_rdc=1&_rdr,,turkey,yes
bursa iPhone service,13. Çakmak Sk. No:8,0 224 250 08 02,,,,turkey,yes
Asya,1. Fırın Sk. No:53,0 224 272 17 10,,,,turkey,yes
Isparta Belediye İşhanı,1754. Sk. No:10,,,https://web.facebook.com/ispartabelediyesi32/?locale=tr_TR&_rdc=1&_rdr,,turkey,yes
RDGSM,"Sinanpaşa mahallesi has fırın caddesi Sinanpaşa işmerkezi, no5/184",0 532 696 83 38,,https://web.facebook.com/story.php/?story_fbid=682644353252493&id=100045208040237&_rdc=1&_rdr,admin_resul@hotmail.com,turkey,yes
أو آر اسطنبول,İslambol Cd. No:19,0 538 697 97 32,,https://web.facebook.com/gntours72/?_rdc=1&_rdr,,turkey,yes
Phone Store,Türkeli Cd. NO:22/1 ZEMIN DUK,0 545 866 32 73,,,,turkey,yes
Vodafone/Türkcell Phone Shop,Peykhane sok. No:51,0 545 521 70 72,,,,turkey,yes
phone store sım card,Şifa Hamamı Sk. no:12-b,0 538 293 34 93,,,,turkey,yes
BusinessMobile/MN,Beyoğlu,0 541 144 44 03,,,,turkey,yes
Tan İletişim,Telli Odaları Sk. 21/a,0 531 571 74 47,,https://web.facebook.com/taniletisimm/?_rdc=1&_rdr,,turkey,yes
Bilgisayar Hospital,6 Mart Atatürk Cd no:12/b,0 246 223 50 04,https://bilgisayarhospital.com/,,,turkey,yes
Mutlu İletişim,"Kadırga Limanı Cad., Kumkapı No:17",0 212 518 80 71,,https://web.facebook.com/mutluiletisim11/?locale=zh_CN&_rdc=1&_rdr,,turkey,yes
Mobile Store,"Zafer Mahallesi, Necip Fazıl Kısakürek Cd. No:13",0 212 503 66 64,,,,turkey,yes
Son Tek Elektronik - Özel Cep Telefonu Numaraları & Telefon Satışı,Hamidiye Cd. Altın Han D:117/4,0 532 283 00 77,,https://web.facebook.com/TheMobileStore.com.pk/?_rdc=1&_rdr,,turkey,yes
ES İletişim,Hamidiye Cd. No:22,0 531 421 33 78,,,,turkey,yes
Star Mobile,"Hobyar Mahallesi Hanımeli Sokak istanbul İşhanı, no:3/501",0 531 293 00 00,,https://web.facebook.com/2star2/?_rdc=1&_rdr,,turkey,yes
Şark Teknoloji,Piri Reis Sk. No:19,0 545 910 89 59,,,,turkey,yes
Golden aksesuar ve teknik servis,Dizdariye Çeşmesi Sk. No:28,,,,,turkey,yes
SMARTSANAL BİLGİ TEKNOLOJİLERİ,"Söğütlüçeşme caddesi Kadıköy palas pasaji, D:7/14",0 533 923 44 13,,,,turkey,yes
Vodafone,Ordu Cd. No:43,,,https://web.facebook.com/vodafoneUK/?_rdc=1&_rdr,,turkey,yes
Mobile Telfon Haliç,Haliç Cd. No:27,0 536 059 05 17,,https://web.facebook.com/haliciso/?_rdc=1&_rdr,,turkey,yes
Art İletişim,Bab-ı Ali Cd. No: 16/C,0 532 517 48 35,,,,turkey,yes
Noktel Telekomunikasyon Iletisim,Hamidiye Cd. No:19,0 212 528 34 74,,https://web.facebook.com/noktelresorthotel/?_rdc=1&_rdr,,turkey,yes
Liman Iletişim,Kadırga Limanı Cd. No:175,,,,,turkey,yes
Smart Mobile,Velioğlu Cd. No:122/A,0 532 552 83 84,,https://web.facebook.com/smartmobileSA/?_rdc=1&_rdr,,turkey,yes
Enes İletişim,Nuru Osmaniye Cd.,0 212 522 44 18,,https://web.facebook.com/enes.iletisim.9/?_rdc=1&_rdr,,turkey,yes
Merwish Case,,,https://merwish.com.tr/cgi-sys/suspendedpage.cgi,,,turkey,yes
Bahariye Mobile,Serasker Cd. 17C,0 216 414 08 20,,,,turkey,yes
Royal İletişim,Hamidiye Cd. Doğubank İş Hanı D:322,0 553 534 44 44,,,royalbilgisayar@msn.com,turkey,yes
İstanbul Gsm,Hamidiye Türbesi Sk. Doğubank İş Hanı D:10,0 212 522 87 73,,https://web.facebook.com/p/%C4%B0stanbul-GSM-100070170736549/?_rdc=1&_rdr,,turkey,yes
Kiliç Iletişim,Tacirhane Sk. No:8,,,https://web.facebook.com/p/K%C4%B1l%C4%B1%C3%A7-ileti%C5%9Fim-100064206062824/?_rdc=1&_rdr,,turkey,yes
Ay - Az İletişim,Malazgirt Cd. No:5,,,,,turkey,yes
BOWER GSM,Ord. Prof. Dr. Cemil Birsel Cd 24/A,0 212 522 92 99,http://bowergsm.com.tr/cgi-sys/defaultwebpage.cgi,https://web.facebook.com/galioiletisim/?_rdc=1&_rdr,destek@bowergsm.com.tr,turkey,yes
Mr.İletişim,Aşir Efendi Cd. No:51,0 534 777 64 89,,https://web.facebook.com/p/Mr%C4%B0leti%C5%9Fim-100069296082254/?_rdc=1&_rdr,,turkey,yes
Mobilistan,Çuhacı Han Sk. NO:5/1,,https://www.mobilistan.com.tr/,https://www.facebook.com/moblistan/,,turkey,yes
Emiyra İletişim,Hobyar Mahallesi Hamidiye Caddesi Kat: 1 No:128 Sirkeci/Fatih/ İstanbul Hobyar Mahallesi Hamidiye Caddesi Kat: 1 No:128 Sirkeci/Fatih,0 532 585 30 64,,,,turkey,yes
Sunan Bilişim İletişim ve Elek. Hiz. Dış Tic. San. ve Ltd. Şti.,Hamidiye Cd. No:10,0 212 520 55 66,http://cepsunan.com/,https://web.facebook.com/sunanbilisim/?locale=tr_TR&_rdc=1&_rdr,info@cepsunan.com,turkey,yes
مملكة أحمد الإتصالات,,,,https://m.facebook.com/people/%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A3%D8%AD%D9%85%D8%AF-%D8%A7%D9%84%D8%A5%D8%AA%D8%B5%D8%A7%D9%84%D8%A7%D8%AA/100093428786237/,,turkey,yes
Envai Gsm,"Taş Han, Mollafenari Mahallesi, İskender Boğazı Sk. No:8/4",0 551 242 34 34,,,,turkey,yes
Huzur İletişim,Çifte Gelinler Cd. 30A,0 212 458 01 18,http://huzuriletisim.com/,https://web.facebook.com/p/Huzur-Ileti%C5%9Fim-100054297349207/?_rdc=1&_rdr,avni@huzuriletisim.com,turkey,yes
Trendfone,Tahtakale Ticaret Merkezi 111 Tahtakale Caddesi Eminönü Mahallesi,0 532 454 17 90,https://www.trendfone.com/lander,https://web.facebook.com/Trendfone/?_rdc=1&_rdr,,turkey,yes
Power GSM,Mimar Kemalettin Cd. No: 4 D:1,0 212 511 61 80,https://www.electronics-notes.com/articles/connectivity/2g-gsm/power-amplifier-control-classes.php,,,turkey,yes
Best Elektronik,"Doğubank İşhanı, Hamidiye Cd. D:146",0 532 435 86 46,,https://www.facebook.com/best.elektronik.1426/?_rdr,,turkey,yes
TEKNOESS,"Hobyar, Hobyar, Hobyar, muhurdarzade han kat 3 D: 324, Yalı Köşkü Cd.",0 212 513 17 73,https://www.n11.com/magazalar,https://web.facebook.com/grup.teknoess/photos/?_rdc=1&_rdr,info@teknoess.com,turkey,yes
Yavuz İletişim,Nişanca Cd. No:11 D:B,0 541 699 18 65,http://www.yavuziletisim.com/,https://web.facebook.com/pages/Yavuz-Ileti%C5%9Fim-Turkcell-Ileti%C5%9Fim-Merkezi/329261430520495?fr&_rdc=1&_rdr,info@yavuziletisim.com,turkey,yes
Batuhan Elektronik .GO.DRE,"Hobyar mahallesi,hamidiye caddesi no:10, No:112 Doğubank işhanı No:112 Kat 1",0 532 306 43 40,https://www.godre.com.tr/index.php?route=common/home,,,turkey,yes
Turkcell,Tiyatro Cd. No:83,,https://www.turkcell.com.tr/,https://web.facebook.com/Turkcell?_rdc=1&_rdr,,turkey,yes
Doğan GSM - İzmir iPhone Xiaomi Mi Cep Telefonu Satış Takas,İsmet kaptan mahallesi 1369 sokak 27/a Çankaya,0 541 603 02 84,,,,turkey,yes
Yildirim Iletisim,"Kemeraltı Çarşısı, Pirinç Center karşısı, Kentsel Dönüşüm Dairesi Başkanlığı arkası, İzsu Abone Vezneleri yanı, 896. Sk No:2",0 555 327 32 71,,,,turkey,yes
ÖZGÜR GSM,"İsmet Kaptan Mah. 1369 Sok, No:36 Çankaya",0 538 810 28 83,,,,turkey,yes
Sm İPhone izmir,Girne Blv,0 543 102 43 43,,,,turkey,yes
Mobile Phone,"12355789, D:2",,,,,turkey,yes
İzmiriphoneservis.com,"NO:, Fevzi Paşa Blv No:79",0 545 486 35 50,,,,turkey,yes
MOBİL STORE ÇANKAYA,·,0 552 358 80 02,,,,turkey,yes
FND Mobile phone,Fevzi Paşa Blv 152 A,0 533 899 92 35,,,,turkey,yes
Ege Gsm İletişim ve Teknoloji,"İsmet Kaptan, 1362. Sokak 18 D:kat 1 d 107, 1362. Sk. 18 A",,,,,turkey,yes
Mobil Store HİSARÖNÜ,izmir konak hisarönü 860 sokak no 14e prinç center avm,0 555 717 03 99,,,,turkey,yes
I-PHONE STORE ALSANCAK,Meksika sokağı 6/B,0 507 813 98 55,,,,turkey,yes
Doğanlar İletişim,1363. Sk. No: 15 / A,0 507 454 36 00,,,,turkey,yes
İZMİR CEP TELEFONU TAMİR,1360. Sk. No:26,0 543 640 81 60,,,,turkey,yes
Mini Cell,1469. Sk. 50 B,0 232 463 35 47,,,,turkey,yes
Miray İletişim,Çifte Gelinler Cd. No:26,0 212 516 43 44,,https://web.facebook.com/people/miray-ileti%C5%9Fim/100083837490871/?_rdc=1&_rdr,,turkey,yes
Izmir Contact,Fevzi Paşa Blv no:4/a,0 232 256 66 70,,,,turkey,yes
Nasa Gsm Center,"Mahallesi, 1363. Sk. 2/A",0 232 445 64 64,,,,turkey,yes
appletek,Anafartalar Cd. No:767,,,,,turkey,yes
ALSSTORE İZMİR,1469. Sk. No:41,0 554 877 19 12,,,,turkey,yes
xiaomi izmir,Fevzi Paşa Blv no:75,0 542 486 30 25,,,,turkey,yes
Seven shop,Şht. Fethi Bey Cd. No:13,0 532 494 45 55,,,,turkey,yes
Nokia Shop,Plevne Blv. 40/D,,,,,turkey,yes
Ferec Gsm Store,Fevzi Paşa Blv no:81,0 505 472 20 00,,,,turkey,yes
İzmir Telefon Borsası,1363. Sk. No:5/A,0 536 540 41 61,,,,turkey,yes
Safir İletişim,Gazi Osman Paşa Blv. No:27,0 232 234 52 34,,,,turkey,yes
Zey Store,1469. Sk. 77 A,0 534 432 30 27,,,,turkey,yes
Doğan cepstore,"durakaltı apartmanı şemsettin baklavacı yanı, Mehtap Cd.",,,,,turkey,yes
Okay İletişim Turkcell Mardin,Vali Ozan Blv. Bingül İş Merkezi Altı no :38/B,0 482 502 74 44,,,,turkey,yes
Şahinler Iletşim,Cumhuriyet Cd. No:276,,,https://www.facebook.com/p/%C5%9Eahinler-ileti%C5%9Fim-100063803702485/,,turkey,yes
ZADEOĞLU GSM BİLİŞİM,"park hastanesi karşısı, Mehtap Cd. menekşe apartmanı alt no 2",0 544 529 58 65,http://instagram.com/zadeoglu_gsm,,,turkey,yes
Merkez İletişim,Mehtap Cd. mehtap apartmanı zemin kat no 7/f,0 536 977 28 40,,https://www.facebook.com/merkeziletisim20/,,turkey,yes
Arslan Gsm,"13 Mart Mahallesi burç sokak hamdinhamdoş apartmanı, no : 9",0 545 789 33 27,https://instagram.com/aslangsm_elektronik?igshid=YmMyMTA2M2Y=,https://www.facebook.com/profile.php?id=100077175857371,,turkey,yes
Sezgin Elektronik & İletişim,2009. Sk.,,,,,turkey,yes
ROBİN GSM Mardin,"13 Mart Mahallesi, Işık Cad. Dış Kapı 74, No:17",0 531 916 19 73,robingsm.com,https://www.facebook.com/RobinGsm/,,turkey,yes
BLACK MOBİLE,"Has. Aşağısı İşler Kitap Evi karşısı, Mehtap Cd.",0 545 694 05 31,,,,turkey,yes
Mavi Iletişim,Esenler Sk,,,https://www.facebook.com/people/Maviileti%C5%9Fim/100067956341586/?locale=bn_IN,,turkey,yes
Merve Iletişim,1. Cadde No:438,0 530 275 94 86,,https://www.facebook.com/merveiletesim40/?locale=tr_TR,,turkey,yes
İ Center Mardin,"Akkaplan Apartmanı, Mehtap Cd. No:30",0 535 348 58 59,,,,turkey,yes
Şen İletişim,Tepebaşı Mahallesi Midyat Caddesi NO:62 NO,,,https://www.facebook.com/people/%C5%9Een-ileti%C5%9Fim/100054395505058/,,turkey,yes
Turkcell Süper Cihaz Kampanyasi,M. Remzi Yersel Cd.,,,,,turkey,yes
Güven Iletişim,Cumhuriyet Cd. No:182,,,https://www.facebook.com/guven.iletisim.9/?_rdr,,turkey,yes
Mavi Iletişim,1. Cadde No:363,0 541 542 79 83,,https://www.facebook.com/people/Maviileti%C5%9Fim/100067956341586/?locale=bn_IN,,turkey,yes
Model Teknoloji,D380 No:5,,,,,turkey,yes
Merkez İletisim(app Store),"No:, Mehtap Cd. No:9",0 505 250 55 55,,,,turkey,yes
Erkan İletişim,"Mardem, 9/1 Sokak İş Hanı No:2",0 534 516 52 01,,https://www.facebook.com/p/Erkan-%C4%B0leti%C5%9Fim-100067613352847/,,turkey,yes
Bulut İletişim,1. Cadde,,,https://www.facebook.com/p/Bulut-%C4%B0leti%C5%9Fim-100054602912451/?_rdr,,turkey,yes
Tekin İletişim,Mehtap Cd. no:4,0 546 875 17 06,,https://www.facebook.com/tekinlertelsim/,,turkey,yes
MARTECH TELEKOM,GÜL MAHALLESİ CUMHURİYET MEYDANI NO 22F,0 506 995 99 47,,,,turkey,yes
Öztürk İletişim,13 Mart Cd.,,,https://www.facebook.com/sayfa.ozturk.iletisim/,,turkey,yes
Martech Iletişim,Mardin Batman Yolu,,,,,turkey,yes
Milano iletişim,Ersoylu Cd. 23a,,,,,turkey,yes
MALGİR İLETİŞİM,,,,,,turkey,yes
Gold Mobile,Atatürk Bulv. Eski Belediye İş Hanı No:82,0 482 312 07 67,,https://www.facebook.com/goldmobilesg/,,turkey,yes
Dağdelen Iletişim,Mehtap Cd.,0 552 891 34 47,,,,turkey,yes
Esen 2 Iletişim,Kültür Cd. No:13,,,https://www.facebook.com/cep45/,,turkey,yes
Faruk Vodafone,1. Cadde No:472,,,,,turkey,yes
AKAY İLETİŞİM,,0 543 938 05 48,,https://www.facebook.com/akayturkcell/,,turkey,yes
Özgün Iletişim,1. Cadde No:234,,,https://www.facebook.com/p/%C3%96zg%C3%BCn-ileti%C5%9Fim-100068951021217/?_rdr,,turkey,yes
Aram Iletişim,Elbeyli Cd. No:70,,,https://www.facebook.com/aram.iletisim/photos/a.108152134677178/155008019991589/?_rdr,,turkey,yes
Turkcell Mercan Grup Bilişim İletişim Ltd Şti,Yeni mahalle Atatürk bulvarı cumhuriyet meydanı,0 532 615 75 47,,,,turkey,yes
MARDİN TURKCELL AYDOĞAN İLETİŞİM,YENİŞEHİR MAH.KÜLTÜR CAD.KÖŞEM APT ALTI NO:13/B,0 533 674 07 47,,,,turkey,yes
Mar-Cel Telekom,PTT Cd. No:13,0 482 312 84 06,,,,turkey,yes
Barak İletişim,PTT Cd.,,https://turkmia.org/Vodafone+Barak+%C4%B0leti%C5%9Fim-1173862,https://www.facebook.com/barakgsm/,,turkey,yes
UZAY İLETİŞİM,"Mudi Pasajı, Şanlıurfa Cd. No:17",0 532 388 12 99,,https://www.facebook.com/uzayiletisim15/,,turkey,yes
Elçiboğa Telefon Alinir Satilir,Haydar 151 Sk. No:276,,,,,turkey,yes
Zirve iletişim,İpekyolu Cd.,,,https://www.facebook.com/p/Zirve-%C4%B0leti%C5%9Fim-100054628036534/,,turkey,yes
Yağmur İletişim,Şanlıurfa Cd. NO: 27,,,https://www.facebook.com/cihathatibogl/?locale=tr_TR,,turkey,yes
Mar-Tel Iletisim,Atatürk Bulv. Döndarlar Pasajı 38/A,0 482 312 16 41,http://www.instagram.com/telephonistgsm,https://www.facebook.com/MustafaColakMartel/,,turkey,yes
